   
lumi event photon_et photon_ph
10556 4815869 1.8808593 -2.476074
235445 107409810 -2.043457 -0.152160
123921 56532733 -1.691894 2.9047851
592738 270407325 0.7246093 1.3566894
545905 249041797 2.2822265 2.2480468
1031526 470582262 0.4662475 0.3993530
280254 127851922 0.6943359 1.3474121
1254283 572203901 2.1166992 1.3286132
762396 347805298 1.2062988 2.3085937
85143 38842215 -1.104736 -1.819580
847997 386856441 1.8620605 0.6457519
195404 89143326 0.3559570 -2.017578
443408 202282803 1.0720214 1.2756347
32617 14879768 1.0695800 -1.881347
138566 63213880 -2.309570 -1.860839
930544 424514025 -0.569580 0.1704406
88682 40456335 -0.405273 -1.440917
406494 185442348 2.0136718 -1.801513
524689 239363115 0.9709472 1.9750976
815293 371936633 0.4186401 2.7949218
1044499 476500403 0.3800048 -1.883056
76754 35014865 0.0361709 0.5854492
136329 62193360 0.9957275 1.5588378
1298469 592361614 1.7104492 2.7963867
418978 191137625 1.7573242 -0.282165
1227621 560040686 -1.649414 -0.154266
1224586 558655967 1.3339843 0.6524658
1052927 480345498 -2.010253 2.0556640
254462 116085469 2.0717773 -0.740600
142161 64853609 0.9755859 -1.662353
1012401 461857131 -1.832519 0.9813232
1177672 537254035 1.0642089 1.2463378
94312 43024894 -0.007335 0.2939453
1227705 560078881 2.2739257 -0.572753
1316372 600528778 1.6606445 -0.429443
504643 230218057 -1.326171 0.6353759
934657 426390482 -1.239990 2.6132812
969865 442452423 -0.081314 1.0822753
157663 71925791 0.2556762 2.7661132
936018 427011299 0.8531494 -0.156799
193181 88129150 -0.814453 1.0751953
414329 189016988 0.8159179 -2.796386
364761 166403744 1.6276855 -1.097900
527487 240639517 -0.181030 -0.051673
697824 318347461 -2.134765 0.2084350
308582 140775011 -1.782958 -1.110351
1232278 562165418 -0.789550 -2.172851
335540 153073333 -2.427734 -2.521484
30305 13824924 -0.294067 -2.018554
250383 114224814 1.6762695 -2.913085
736130 335822497 -0.401306 -2.815429
1037253 473194800 -0.108169 2.9975585
549040 250472008 -1.701416 0.1647644
720947 328896109 -1.404052 0.4281005
1006238 459045746 1.3947753 1.6582031
814396 371527657 -0.141418 -2.966796
746801 340690614 0.71875 2.5161132
1279016 583487251 -1.438476 -2.103515
604228 275649125 2.2221679 0.5588378
895114 408350931 0.2198791 1.9682617
488418 222816523 -2.045410 -1.563964
501539 228802192 2.2841796 -0.038696
1224694 558705544 -1.606201 -2.887207
666227 303932661 1.0983886 -0.030002
709742 323784011 0.8355712 -2.796386
1139992 520064053 1.7792968 -0.341735
1071174 488669369 -0.458984 -0.348999
1021737 466116409 1.4128418 -0.623901
764017 348544455 -0.445190 2.3549804
1051768 479816438 0.1018676 1.2126464
718067 327582443 -1.400634 -0.607543
899595 410395371 -0.883666 2.6035156
311682 142188919 -0.785644 -0.657836
1318674 601579060 -0.830200 -2.945312
465477 212350812 0.2636718 -2.490234
803554 366581214 1.7724609 0.2428894
1192421 543982341 -2.003417 -2.200683
583179 266046511 -0.878417 -0.729858
907166 413849187 0.8125 -0.655761
1033449 471459589 -0.862915 -0.960815
753945 343949830 1.2216796 -2.116210
1163809 530929968 0.5447998 1.1057128
1316128 600417869 1.9445800 1.0800781
383282 174853104 -0.815185 2.2275390
1064606 485673272 -1.333740 0.2634277
1288104 587632726 -2.222656 -0.753417
823006 375455393 -2.166015 0.8945312
456723 208356911 1.1550293 2.4536132
988388 450902865 -1.370849 0.9991455
296049 135057674 1.6418457 -1.835449
1023431 466888953 0.1513671 -2.640625
1308031 596723497 -1.655029 -0.293029
163346 74518661 0.5826416 2.5126953
811275 370103774 2.2319335 3.1123046
440606 201004632 1.3544921 -1.261230
1281268 584514513 0.6363525 2.4848632
825612 376644187 -0.022693 -2.909179
402059 183419425 0.8160400 3.0449218
957477 436801038 -0.812255 -0.139923
1361787 621247077 -0.828125 -1.069091
63937 29168349 -1.149658 -3.140625
931732 425056054 0.2507934 0.0797729
224884 102592087 -1.062255 -2.505859
411112 187549208 -1.625976 -2.203613
726868 331597470 -1.101806 -2.534179
870204 396987022 0.1855468 -2.667968
1322732 603430036 -1.375488 0.0391082
239894 109439627 -2.162109 0.8937988
1235309 563548248 0.6166992 1.2963867
506922 231257603 -0.697021 -1.531005
833224 380116635 0.5582275 0.9735107
416308 189920026 -1.360595 -1.367431
976863 445644916 1.8681640 -1.302001
340872 155505729 -2.445800 0.1263427
527176 240497545 -1.794433 -2.509765
1236638 564154216 2.3071289 1.0212402
613338 279804995 -1.748291 1.1914062
438636 200105907 -0.839843 0.7757568
685568 312756326 -1.621582 1.7614746
506898 231246793 -1.701660 0.6268310
864251 394270987 2.1181640 -1.342285
926898 422851019 -2.184082 0.4810791
1362558 621598989 -1.751708 1.3417968
971577 443233715 -0.824707 1.1853027
652656 297741591 0.5526123 -0.747192
1281345 584549342 0.9478759 0.4843139
856221 390607638 -1.941162 -1.924316
742328 338649889 -1.205322 -3.106933
35207 16061479 -0.859008 1.8618164
247715 113007306 -0.795898 1.0700683
170310 77695405 2.0449218 -2.845703
334666 152674627 -1.679687 -1.232421
848001 386857608 -1.348144 1.2473144
219398 100089463 -2.384765 0.0347595
1176836 536872795 -0.655761 2.5571289
302081 137809355 1.2702636 -1.191894
1220514 556798462 1.0673828 1.2758789
1299415 592793288 -1.410156 0.7703857
1330408 606932079 -2.023925 -1.644287
398347 181726074 -1.712158 3.0034179
1066126 486366659 2.4658203 2.9970703
653274 298023580 -2.473632 1.3857421
157656 71922891 -1.154296 -1.3125
47259 21559594 1.4223632 -0.484191
410561 187297483 0.4606933 -0.959594
359533 164019020 -1.655029 1.6059570
751481 342825654 2.0488281 -2.851562
558073 254592551 2.1083984 -1.918945
1362127 621402571 0.2014770 2.3686523
476566 217409626 -0.425476 -0.217376
364579 166321019 -0.069061 -2.243164
1215014 554289329 1.1062011 2.8793945
648715 295943601 -0.410156 0.5390625
855544 390299079 -1.616943 -2.882324
616994 281472379 -0.304382 -1.031738
895508 408530673 -0.176544 -3.017089
124039 56586735 2.3408203 1.9550781
743757 339301894 0.6387939 2.2963867
647145 295227638 0.3228149 -2.081054
495696 226136567 -1.409667 -0.354187
1215467 554496108 -1.123291 0.2938842
921517 420396358 0.5261230 2.6816406
889788 405921291 2.1757812 2.9804687
373319 170308198 -2.089355 -1.677246
733244 334505871 0.8553466 3.0766601
170648 77849634 -0.942504 -0.196380
904138 412467952 -0.714843 -2.701660
1290294 588632168 1.9980468 -1.697021
968256 441718212 -0.676879 -1.563232
1310669 597927270 1.7587890 -2.665527
1250461 570459947 1.0280761 -0.525512
635421 289878753 -2.111816 -2.125976
824272 376032585 0.1454772 0.7463378
1270624 579658653 -0.976440 0.8018798
416933 190204664 -2.298828 2.8276367
984134 448961901 1.3935546 0.5109863
220761 100710843 0.4020996 1.6154785
763501 348309150 2.0517578 -2.810546
943038 430214280 -1.351806 0.6242675
586682 267644184 -1.840820 -2.947753
538121 245490622 1.3591308 -0.490905
652226 297545521 0.2038574 -1.398193
243257 110973903 1.0285644 -1.603759
540715 246674381 2.3925781 -2.255859
313022 142800429 0.0336074 -0.328186
509862 232598889 0.1790771 2.6264648
749328 341843353 -0.820312 -1.923095
1360557 620686054 1.1447753 0.1670532
566361 258373862 2.1840820 1.6064453
766625 349734256 0.7299804 0.2171325
641017 292432064 0.0495758 -2.641113
626581 285846224 1.0600585 3.0605468
886558 404447641 -2.309570 -0.999023
1154813 526825432 1.3161621 2.1992187
561476 256145205 -0.113479 -0.205017
1011192 461305646 0.8533935 2.8701171
530263 241905710 0.3465576 0.4046020
997643 455124773 0.3007202 -0.973144
243081 110893468 -1.968994 1.2834472
1251239 570815153 1.2136230 -0.699707
366333 167120911 1.9748535 -0.468200
34895 15919113 1.3239746 1.3984375
1216542 554986270 -1.003662 2.3955078
1315168 599979634 0.1105651 1.765625
214281 97754896 -2.490234 0.7670898
132248 60331868 -1.690429 2.7421875
398155 181638482 -1.322753 0.2744750
904211 412500931 1.3176269 0.3342285
1032267 470920154 0.2819213 2.5693359
857228 391067309 1.3300781 -1.111328
772958 352623307 -1.941406 -0.883056
80707 36818428 0.3646850 -1.174804
252681 115273009 -1.805175 -2.354003
390751 178260399 -1.330810 0.4302368
114204 52099865 1.7634277 1.3535156
930466 424478464 -1.346923 -2.928222
1073837 489884539 0.6467285 1.0913085
1195497 545385736 -1.130859 -0.630126
353878 161439139 0.0566177 -1.158447
1192691 544105398 0.6298828 0.3513183
393458 179495630 0.3644409 3.0332031
904038 412422364 -0.112548 -1.031982
782531 356990552 -1.269287 -3.014160
879476 401216763 1.3349609 0.1658630
703365 320875072 0.0491790 0.0324020
354033 161509548 0.0486602 0.8416748
78246 35695633 0.3376464 -1.696533
11677 5327289 0.2224731 -0.572509
1063135 485002186 -1.744628 -2.926757
885369 403905663 -1.378662 -0.606933
208099 94934874 1.8889160 1.0227050
255512 116564343 -1.116699 1.8422851
169477 77315320 -0.877197 -2.843261
20608 9401543 -0.065338 1.0014648
47395 21621554 -1.086669 1.6640625
43266 19738135 1.5961914 2.2421875
189337 86375749 1.3691406 2.6948242
1217466 555408081 1.0346679 -1.143066
173812 79292997 1.8200683 0.4326782
323475 147569075 -0.838500 -1.068359
507709 231617054 -0.973388 -2.681640
163498 74587922 0.71875 -1.692871
219125 99965027 -2.082031 -1.304931
477673 217914175 2.0014648 -0.470764
657349 299882617 -0.802246 -2.174804
218103 99498538 -0.540527 -1.719726
60431 27568544 -2.148437 0.1504516
293551 133917739 -0.395263 -2.042968
344838 157315331 0.3639526 2.4165039
99684 45475773 2.2631835 -2.866210
224452 102394962 2.2373046 -1.170410
978435 446361990 -0.428344 -0.348876
365886 166917291 0.8459472 -1.152343
538106 245483821 -1.600341 0.0034399
641598 292696939 -2.492187 1.7038574
457615 208763952 -0.045814 1.4785156
448003 204378977 0.4990844 -0.415893
922503 420845641 1.2795410 2.8105468
1046943 477615333 -0.345581 1.4460449
80362 36661224 2.4355468 0.8018798
648814 295988628 -0.043067 2.1499023
136163 62117259 0.7226562 -1.691894
846685 386257524 -0.212646 -2.693359
1243709 567380375 1.3547363 -2.005371
296348 135193969 0.9799804 -0.743774
152466 69555160 -1.078369 -2.698242
663674 302767831 1.1145019 1.5356445
1307967 596694801 0.8509521 1.9104003
333642 152207531 -1.698974 -0.922729
1171167 534286232 0.4818115 2.9355468
147682 67372136 1.8630371 1.1845703
735457 335515510 -1.988525 0.4071655
504208 230019666 -0.013868 -1.470947
974222 444440011 1.3271484 -2.950683
1130282 515634508 -1.935546 -1.695800
1364724 622586990 0.8968505 -1.397705
1288418 587776579 -2.227539 -1.263671
1367413 623813754 -2.137695 2.2231445
1316436 600558350 0.2315979 1.6655273
1191551 543585333 -1.206298 -1.322265
1144553 522144999 -0.792602 2.9848632
1369765 624886998 0.7258300 1.2263183
1276011 582115907 -1.809814 -2.354003
1157691 528138445 -1.003173 2.1450195
245862 112161913 -0.922973 0.5845947
584214 266518220 -0.492187 -2.827636
625265 285246106 -0.773803 1.8457031
732477 334156107 0.3605346 0.4299926
938297 428051086 -0.205261 1.6252441
64040 29215003 -0.488952 2.2275390
1345048 613610787 1.8857421 -3.078125
1274455 581406491 0.1388244 -1.238769
71440 32590880 -0.116607 2.7822265
584421 266612591 1.7973632 -1.870849
432247 197190937 -0.318176 0.0219841
925352 422145433 1.2941894 0.3604125
720776 328818182 0.4903564 -1.096679
1187948 541941958 2.2026367 -2.080078
248534 113380925 1.1730957 -2.142578
558803 254926004 -1.814208 -0.202209
423522 193210421 -2.280273 -0.710815
975269 444917744 -1.682128 -0.709838
743644 339250468 0.0953063 -2.263671
15466 7055842 -1.119384 0.0292968
322134 146957346 0.8511962 -2.619140
413343 188567010 -0.782470 -1.390136
1355519 618387974 1.6208496 -1.697021
1269696 579235164 0.4024658 0.2049865
145515 66383854 -1.898437 1.1325683
466658 212889664 -0.558105 1.3061523
1060481 483791033 -2.148437 0.8878173
207137 94495905 -1.956298 1.8757324
547649 249837560 -1.932373 1.4802246
415453 189529725 -2.111816 1.0324707
417087 190275388 -0.861694 1.1872558
676881 308792838 1.8005371 0.5632324
548178 250078941 -0.309631 -2.885253
359679 164085727 0.2669067 -2.083496
535852 244455642 -1.718261 -0.145202
1219134 556168806 -1.930419 -2.986328
504658 230225065 -0.398498 -0.348999
1162939 530532700 -2.065429 -1.058593
840333 383360019 1.2585449 2.8139648
582132 265568291 1.8723144 -1.859375
1142651 521277197 -1.623046 1.3757324
1256332 573138702 -1.329101 1.6582031
1173281 535250358 1.8786621 2.5659179
1324135 604070153 -2.401367 -3.092285
1264476 576854188 1.0336914 1.5593261
339061 154679473 -0.460205 1.7631835
462254 210880312 1.1762695 -1.593994
1139195 519700586 0.7891845 1.9106445
142358 64943762 2.1025390 -0.734985
223528 101973755 0.1640625 -2.40625
164033 74831864 1.9860839 -2.563964
211021 96267792 -1.124511 2.5239257
898113 409718839 -1.966064 2.0551757
1292889 589815861 0.2424011 -1.996582
855416 390240906 -0.649414 2.5317382
1267113 578056622 0.0363082 1.2416992
1289549 588292461 -0.852172 1.1325683
1328736 606169492 1.8703613 2.5581054
1154156 526526082 2.1293945 -1.920898
594862 271376077 1.1142578 -2.230957
287303 131067507 -1.395263 0.9556884
344109 156982621 0.9655761 -2.223144
371691 169565356 -1.627441 -2.873535
422393 192695516 -2.245117 0.9582519
545386 248804937 1.6345214 -2.546386
1087735 496224498 0.6601562 0.6357421
916125 417936155 1.0454101 -1.251708
479737 218855904 -1.654296 -2.768066
959607 437772587 2.1645507 -1.25
644089 293833711 -0.068801 -2.846679
263716 120307141 0.8653564 -0.030181
765585 349259668 1.8247070 -1.259765
853408 389324666 1.1027832 2.0390625
374947 171051080 -1.137695 -2.853515
728069 332144976 1.3254394 1.3520507
148617 67799350 -1.401123 0.7707519
76737 35007480 -1.394775 -3.021484
1035787 472526273 1.6113281 0.3189086
743492 339181109 1.2011718 -1.771728
479329 218669895 0.5688476 2.3388671
273228 124646761 -0.997070 1.0246582
202756 92497221 -1.312744 0.9554443
1047376 477813065 -1.004150 0.4506225
501168 228633032 -0.170928 2.9096679
414907 189280437 -0.238250 0.6722412
391518 178610755 0.5769042 -1.504394
1351954 616761327 2.4584960 -2.868164
425170 193962527 0.6761474 2.9868164
1245368 568136833 -0.900756 1.1325683
1141881 520925913 0.9011230 -2.143066
4762 2172243 1.2468261 -2.250488
901503 411265704 1.2150878 2.9584960
5881 2682627 0.6353759 -2.577636
18612 8490516 1.7492675 -1.876220
647399 295343636 0.5240478 1.3020019
1296688 591549178 0.2387390 2.6162109
82373 37578226 1.7604980 0.6135253
409459 186795398 1.5659179 -0.247528
1151551 525337362 -2.455078 0.3836059
462141 210828644 -1.90625 1.1318359
998418 455478581 -1.061279 -0.1875
1307085 596291936 -2.359375 -1.261718
773564 352899923 1.7033691 -1.765136
300789 137220175 0.7685546 1.2600097
920722 420033284 1.6931152 2.8139648
1116596 509391293 -0.294189 -0.104919
1234571 563210879 -1.323974 -2.933593
458366 209106362 -1.667724 -1.120605
1067302 486903231 0.0132980 0.3938598
131109 59812198 0.6124267 1.5109863
109044 49745877 0.4233398 1.2895507
949006 432936786 -0.761962 -0.562622
1360694 620748476 0.4967651 1.3432617
671313 306252934 -0.474975 -1.816650
811858 370369844 2.1074218 -1.384033
1274716 581525673 -1.131103 -2.845703
957266 436704783 1.3615722 0.7886962
1044974 476717010 1.5944824 2.2392578
741925 338466319 1.8320312 -3.063476
446601 203739420 -1.823730 -2.342285
666805 304196355 -0.967895 1.7219238
1229164 560744421 0.9049072 -2.626953
929434 424007774 -0.872802 0.5020751
1137982 519147218 2.1103515 0.5302734
1163846 530946646 -0.728149 -1.038085
1181485 538993630 1.7385253 -2.395996
1210806 552369719 1.2424316 0.5075683
618014 281938152 -1.624023 2.671875
792036 361326613 0.5546875 2.2011718
1121806 511767827 -0.829345 1.6584472
245614 112048917 -1.104736 -2.530273
242823 110775717 -1.703613 -0.821777
796346 363293018 0.265625 -0.694335
1123466 512525401 2.0263671 -0.516479
1032471 471012963 1.0793457 1.6518554
1124858 513160122 -1.932373 -2.897460
9326 4254537 -0.192993 -1.323242
763604 348356242 0.2990722 -2.360839
116405 53103890 0.2096862 0.0311241
1112743 507633438 2.0390625 -1.705566
1121999 511855960 0.7469482 1.9833984
961348 438567136 -1.179443 3.0605468
298129 136006404 -1.321289 -1.707031
945912 431525016 -1.338867 -0.331665
326355 148883188 -2.278320 -0.929321
207506 94664089 -2.258789 -0.702148
544113 248224340 0.6766357 -2.354003
522889 238542331 1.2521972 0.4812011
610294 278415940 0.3219604 -2.867675
404723 184634432 -1.560058 0.9228515
202042 92171208 -0.985717 1.7065429
907917 414191851 -0.445800 -2.856445
702351 320412545 0.5090332 -1.341796
701308 319936927 0.9742431 -2.697265
700324 319487914 0.1805114 -1.624267
613116 279703773 -1.265380 -1.593261
1347789 614861291 -1.577392 2.984375
421265 192180942 0.8009033 0.9067382
228761 104360380 -1.621093 1.1569824
970828 442891751 1.8959960 -0.343017
611161 278811415 -0.651000 -2.777832
1271625 580115395 -0.562377 0.7756347
913447 416714731 -0.379394 0.3051147
766242 349559217 0.6726074 -1.4375
277626 126653102 0.2551269 0.5698242
700321 319486150 -0.205413 1.2937011
945344 431265874 -1.134277 -3.140625
1215918 554701667 0.6467285 -1.493652
380434 173553790 -1.058837 2.3959960
694367 316770451 -0.533081 0.0768432
374397 170799857 -1.260742 -2.635742
1332223 607760108 2.1918945 -1.612548
186534 85096614 -1.553955 -1.268066
675622 308218830 -0.934570 -1.100097
122722 55985635 -0.580078 -0.726928
108781 49625620 -1.699462 0.3858032
551504 251596252 -0.023727 0.5554199
1239806 565599742 -1.341064 0.9063720
429364 195875670 1.5842285 -2.676269
824703 376229370 1.9995117 2.5043945
1017256 464072201 0.9202880 -0.749755
792477 361528237 -0.794433 -1.651611
1346790 614405562 -2.137695 0.3956909
969257 442175165 1.1247558 -1.664062
1048267 478219377 1.5915527 -2.625
1249155 569864725 0.5848388 0.3811645
1222312 557618381 1.6494140 -2.133300
1051432 479663046 2.0893554 -0.635742
435862 198839952 1.9621582 -0.708374
430139 196229379 2.1289062 1.1567382
498078 227223165 -1.069824 1.5727539
107549 49064084 1.0019531 -2.636230
387555 176802395 -0.539062 1.0109863
65415 29842226 2.4604492 -1.836181
1335276 609153141 2.1845703 1.6083984
860852 392720494 1.1345214 2.0161132
323765 147701680 -1.679687 -1.226074
385278 175764137 -0.744750 -1.026367
1324795 604371355 -0.110137 -1.173095
294385 134298323 -0.929931 1.6799316
509087 232245697 -1.275390 0.3016357
17370 7924159 -1.158935 -2.447265
1337566 610197689 0.1150207 -1.777832
930199 424357055 -1.103515 2.4892578
1304377 595056966 -0.538574 1.1843261
1260293 574945589 -0.671264 -1.890869
1328812 606203971 1.7597656 0.6145019
128696 58711283 1.359375 2.0869140
35266 16088304 2.1298828 -2.865234
616853 281408000 1.4089355 1.3481445
282345 128805818 -0.904052 -1.126464
60543 27619433 1.8615722 -1.914550
58823 26834921 0.4553833 0.1660766
1312701 598854194 -1.601074 -0.528076
1193131 544306242 -0.366699 -1.731933
875965 399615049 1.4055175 -0.483764
636107 290191854 0.5452880 -0.409851
1331879 607603484 -1.621337 -0.530883
847983 386849945 -1.642089 -0.162506
587717 268116564 -0.942626 -0.396057
1351231 616431615 1.1232910 -0.682373
933905 426047567 0.4707031 1.4230957
749253 341809141 -0.463623 1.8471679
817484 372935900 0.6800537 2.1699218
896102 408801460 0.4590454 -0.219818
715337 326336992 1.3708496 -2.550292
302176 137852859 0.1750183 -1.402099
126691 57796001 0.7509765 -0.974853
498891 227594115 -0.511108 0.6684570
1008067 459880146 0.1823425 -0.615234
293869 134063327 1.6245117 1.5974121
774241 353208626 -1.618164 1.7280273
447125 203978205 -0.230499 2.3271484
1171057 534236026 -1.810791 0.0358810
946519 431802007 2.1445312 -0.149414
1150250 524744003 0.7659912 -1.833984
281595 128463765 -0.455871 -0.143524
1169169 533375040 -1.117187 0.4515991
812971 370877119 1.8669433 1.8078613
1014709 462910241 2.0058593 -0.013116
221387 100996617 -0.514648 0.7983398
486064 221742369 2.1293945 -1.919189
330817 150918709 0.1401367 -1.782226
616524 281258360 -0.910156 1.4597168
1164893 531424299 0.2900390 -2.928222
215279 98210587 0.6730957 -1.364990
77313 35269974 -0.404602 2.7211914
314845 143632071 1.1572265 -2.535156
193503 88275887 1.8815918 -3.009765
673938 307450512 -1.958007 1.3146972
106993 48810103 -1.769775 -1.108398
484535 221044772 1.8386230 2.2822265
1140691 520383254 -1.881347 0.6386718
838787 382654574 1.3798828 1.2470703
159028 72548707 -2.212890 -1.773681
1212917 553332710 1.2617187 -1.607666
1179393 538039011 1.15625 0.0526046
358882 163721895 2.1801757 2.2553710
822645 375290450 0.0462875 -0.074157
1045541 476975564 -1.986328 0.7445068
301251 137430339 -0.294738 2.1806640
1154545 526703549 0.7354736 2.4848632
1250516 570485506 -0.510131 -0.830932
851867 388621910 -2.071289 -0.839477
976554 445503799 -1.840820 0.6152343
1076206 490965066 -2.113769 -1.988281
842607 384397354 1.7878418 0.4522094
508766 232099075 -1.890136 -0.006358
584255 266537325 0.6903076 1.3840332
838896 382704380 -0.650146 0.5361328
705481 321840040 0.2416992 -0.501220
730966 333466860 -1.241455 2.5219726
1027545 468766179 2.0776367 -2.826171
793417 361956879 -1.619873 1.7097168
703739 321045785 1.3784179 -1.081542
944004 430654666 1.8601074 -0.433837
962962 439302938 0.6038818 -1.436767
1046192 477272826 0.2871704 -2.284179
1363558 622055211 -1.241699 2.5224609
1133519 517111450 0.2619628 -2.026367
1019733 465201859 2.0209960 -2.970214
905582 413126488 0.5131835 -1.954589
907552 414025157 -0.049285 -1.248046
1235614 563687107 -2.492187 -2.286132
679098 309804521 0.3580322 2.3188476
260005 118614366 -0.468994 -0.183074
1051834 479846652 -1.820312 -1.280761
1346386 614221172 -0.734008 -1.891357
629072 286982726 -2.427246 3.0786132
447175 204001118 1.9716796 -1.510742
657689 300037692 -1.117675 -1.336669
660317 301236516 0.5716552 -0.540039
1363507 622032144 -1.177734 -2.789550
957006 436586108 1.4228515 -0.485778
488412 222813366 -0.443420 -2.016601
1239671 565537804 -1.854248 -0.128143
850070 387801876 2.1767578 0.6964111
749896 342102809 -0.420959 0.8441162
298116 136000452 -0.269470 2.4907226
220007 100367445 1.7170410 1.9047851
536017 244531235 -1.902587 -2.773437
228842 104397670 0.4172973 -2.344238
311376 142049678 1.1069335 2.3725585
31174 14221624 -1.439941 2.9311523
87347 39847589 -1.750244 -3.014648
446206 203559150 2.3999023 2.8339843
689919 314741009 -0.126739 2.9003906
804738 367121687 1.6772460 0.8056640
280345 127893380 -1.042968 -1.808349
738234 336782344 -1.315429 -2.757812
799538 364749573 -0.743530 2.3125
849349 387472971 1.1225585 1.1833496
1310206 597716086 0.6085205 2.8793945
588713 268570609 -1.733642 -2.681640
252007 114965571 2.1835937 -1.248046
278099 126868949 -0.946166 3.1206054
897007 409214675 -0.406799 -0.444824
613113 279702137 1.8959960 0.8303222
640422 292160320 -1.425781 2.9257812
1251902 571117315 0.9965820 -2.639160
1107891 505419817 -1.341796 -2.750488
1085861 495369424 1.3063964 0.9047851
1110521 506619616 -1.600341 0.0033988
1150763 524978203 -0.104370 0.3957519
913019 416519450 1.2077636 0.2371826
1108098 505514278 -0.388549 -1.715087
1098833 501287674 -1.670166 -1.883789
244286 111443264 1.0942382 0.2235107
1218568 555911033 0.2952880 0.1889343
855983 390499508 -1.733642 1.1057128
452782 206558887 0.8543701 2.6103515
152231 69447547 -0.537963 0.8981933
158219 72179551 -1.205322 1.6281738
738834 337056138 -1.874755 -0.119918
134544 61378917 -0.029865 -1.218505
1329931 606714454 0.5061035 -2.597167
626431 285777546 1.0322265 1.2761230
257677 117552332 -1.796142 -0.031600
259617 118437444 -1.399902 -0.973632
1188457 542173894 -2.467773 -2.287597
797887 363995981 -0.962768 -1.716552
1023992 467144872 -1.138427 0.8341064
235665 107510484 1.4426269 -1.914306
138241 63065422 -0.654785 -0.167022
1361292 621021208 -0.251647 2.3291015
1013055 462155746 -2.309082 2.8286132
427252 194912260 -0.978027 -1.977539
525326 239653634 -0.294250 1.4792480
52649 24018627 -2.147949 -2.537597
182559 83283313 -1.379394 2.7016601
1304568 595143888 -2.442382 1.5195312
88003 40146623 -0.860229 -1.120605
682649 311424753 -1.938964 -1.695800
1060317 483716708 -0.290222 0.0123558
217079 99031748 1.6701660 2.8344726
118967 54272865 1.2395019 2.4355468
266421 121541297 2.0898437 0.5305175
1237984 564768186 -1.061279 1.7197265
78467 35796684 2.3486328 -2.708496
194535 88746870 1.6171875 0.8637695
634183 289314302 1.4567871 3.0800781
647699 295480575 -2.039550 -1.420410
656301 299404224 1.2783203 1.4453125
708628 323275966 0.8814697 1.7578125
557425 254297314 -0.800292 -2.899414
1239925 565653713 -0.949096 -0.222045
19849 9055171 -0.159240 2.7749023
1086845 495818607 -0.534057 0.8981933
80864 36889878 1.6240234 0.4654541
32589 14867065 0.8721923 -0.310302
67847 30951839 -2.405273 0.1484680
616972 281462304 1.6613769 -0.848876
907369 413941822 -1.349609 -0.354736
16667 7603402 -1.783447 -1.303222
149967 68415127 1.8425293 0.6387939
890005 406020280 -0.968017 3.1206054
547252 249656154 0.5874023 0.8698730
675466 308147407 -1.780517 -3.083496
1321213 602737042 1.4245605 -0.947387
273163 124617047 -1.274169 -0.101562
3308 1509000 1.7883300 -0.866943
609657 278125776 -1.243164 -2.904785
308923 140930567 2.1293945 1.6423339
1067805 487132848 -1.001708 1.7065429
1086609 495711083 -2.132324 -0.216247
1189923 542842784 0.5725097 1.1704101
990379 451810992 -1.354980 -3.012207
697823 318346609 -1.619628 2.7719726
634072 289263252 -0.562133 1.0153808
286568 130732434 -0.856323 -0.029254
712922 325234887 -2.365234 2.9746093
1346061 614072678 0.5231933 -0.242706
223179 101814644 0.5167236 2.1889648
772833 352566383 0.7774658 -2.749511
265616 121173982 1.6843261 2.8168945
188191 85852712 1.2302246 0.4801025
146955 67040924 -1.241210 0.8970947
1366127 623227151 -0.690063 -1.029052
355736 162286965 -0.106872 -0.543457
654203 298447408 -1.100585 1.6679687
51449 23471017 1.5988769 -0.499023
971142 443034968 -1.562255 -1.073730
791780 361210007 1.9001464 0.5043945
668014 304747947 -2.333007 -2.509277
66481 30328191 -1.785888 -2.352050
985369 449525614 -1.860595 -2.952636
202791 92512907 0.4936523 -2.784179
1237946 564751005 -1.871337 -0.958374
1213489 553593914 0.0788269 2.9760742
302909 138187245 -1.343505 -3.060546
714561 325982736 1.3222656 -0.973144
583391 266142952 -0.541381 -2.412109
276423 126103837 1.7004394 -0.874633
1013620 462413418 -0.502563 0.3251953
333649 152210893 0.5483398 1.3298339
1116968 509560979 -0.979614 -2.638183
1002768 457462629 -1.733154 0.7210693
1290209 588593619 1.0051269 1.3171386
1121597 511672515 -0.240783 -0.541870
1304068 594916046 2.3476562 2.3320312
1350566 616128431 1.7370605 2.1123046
714083 325764579 -2.174316 0.1510009
551618 251647997 -0.700561 1.8642578
891422 406666612 1.3691406 2.0024414
585129 266935953 -2.111328 -0.837524
962776 439218668 -1.370361 -2.445312
1040837 474830017 1.4262695 1.3349609
1301092 593558047 -1.421386 1.9997558
1147065 523290876 0.2050781 -2.928222
138455 63163290 0.8656005 2.6323242
1333729 608447449 -1.401855 1.4448242
45558 20783689 -1.855468 -0.684936
336576 153546091 -0.191955 -1.771728
236482 107883098 -1.793212 -1.769042
758148 345867327 -1.935302 0.8587646
1149283 524302686 2.2646484 -0.571899
492878 224851201 -1.349853 1.2509765
1356823 618982641 1.0539550 -0.683593
197047 89892740 1.6721191 -0.469543
875899 399585161 1.5837402 0.1752624
193424 88239709 -1.894042 -0.257934
