   
lumi event photon_et photon_ph
320962 146422905 -1.846679 2.6621093
1340898 611717911 1.7111816 -3.046875
1193245 544358495 -1.938720 2.7021484
487968 222610985 -0.779663 -2.920410
1120559 511199138 -1.135253 1.6203613
285257 130134300 -2.001464 -1.020263
1317564 601072376 -2.071289 -0.555786
1234678 563260164 1.1687011 1.3969726
597393 272530500 0.0720825 -1.137939
329097 150134272 0.2323913 -1.270019
1141135 520585945 -1.641601 -3.086914
761789 347528284 -0.435791 -2.856933
354755 161839407 -0.9375 -0.402770
421187 192145401 -1.290527 0.0464324
962763 439212196 -1.792480 -1.772216
70543 32181601 -1.301025 -1.923828
1048789 478457683 2.4731445 -0.237670
1222897 557885795 0.1607666 -0.018699
1348511 615190560 -0.882324 1.4599609
826158 376893360 0.8312988 -2.137695
598991 273259412 1.1074218 3.0996093
592672 270377046 0.3961181 -1.714355
486194 221801601 1.2773437 0.4735717
886698 404511974 0.6879882 -2.435058
8471 3864380 1.6123046 1.0708007
218071 99483576 -2.288574 -1.107910
1340561 611563654 -1.357666 -1.706542
1140831 520446941 2.2519531 0.1909484
16397 7480266 -2.044433 -1.442382
225913 103061414 2.3046875 -0.898315
680252 310330677 -1.711425 -0.612792
12262 5593526 1.9230957 -2.358886
394427 179937520 -2.422851 -1.433349
348308 158898099 0.3403320 -2.020507
799214 364601277 0.7806396 1.2617187
38151 17404290 0.1277465 2.5761718
1198157 546599500 1.1987304 0.0581665
428316 195398004 1.1645507 -0.629150
426909 194756250 -1.155029 1.2951660
909545 414934426 0.6560058 -0.714965
1096766 500344538 2.3388671 0.1845092
357501 163091626 1.7124023 -0.098739
241939 110372935 2.0463867 -0.268981
117427 53570103 -0.189666 -1.877929
337564 153996825 1.2663574 0.4935913
1220566 556822407 -1.453125 0.3099365
1261476 575485365 -0.827270 0.7774658
704525 321404318 0.3085937 1.8740234
566734 258543801 2.0161132 -1.802001
1072351 489206546 -1.860351 1.0573730
844098 385077522 -2.335449 -0.115081
840376 383379686 2.2895507 3.0449218
1070102 488180512 -1.149658 -0.098724
1235049 563429456 -1.620605 1.8588867
1159204 528828655 -0.683593 2.7348632
1277604 582842977 1.1245117 -2.895996
1019256 464984547 -0.139434 -2.102050
39443 17993894 -0.887817 1.7326660
919428 419442979 0.7904052 0.5294189
684528 312281640 1.0578613 -0.905395
828055 377758900 -1.582763 1.4331054
498802 227553344 -1.072265 0.2769775
363727 165932197 0.3454589 3.0419921
1238085 564814243 -0.819824 2.4956054
257549 117493944 -1.264892 0.3461914
247797 113045209 -1.912109 1.4768066
1241171 566222016 -1.834472 0.8613281
626903 285992966 -2.236328 -0.752441
458803 209305681 -2.133300 0.8923339
600185 273804291 0.9902343 1.3029785
925191 422071994 -2.096191 0.53125
1337327 610088861 -1.745117 -0.603149
304831 139063670 0.0446701 1.6772460
384531 175422838 1.8125 0.6499023
1018893 464819116 1.2675781 0.4882812
839216 382850522 -2.338867 2.9770507
1098149 500975907 -1.645751 2.7275390
354983 161942966 0.5527343 1.2851562
1031603 470617225 1.0568847 1.6330566
43553 19868883 -0.991455 -2.542480
53866 24573640 0.5839843 1.1057128
838044 382315816 -0.927490 -1.503906
32158 14670698 1.4189453 -0.966918
1325768 604815303 -0.846679 2.7045898
1102777 503086748 0.2028808 -2.884765
952439 434502958 2.3481445 2.3320312
482712 220213188 -0.385986 -2.587402
202471 92367169 -0.471191 -2.327148
719759 328354185 0.6695556 0.6373291
386007 176096698 -1.625732 -0.838134
1262562 575980832 -1.137207 2.0034179
196824 89790826 -0.546020 2.1069335
603284 275217988 1.1982421 0.2624511
9624 4390625 -0.878540 2.2563476
427613 195077092 1.2875976 2.5209960
53552 24430383 0.5225830 2.5048828
1082907 494022277 0.3018188 2.5737304
1069164 487752321 1.7751464 1.3178710
183700 83803930 -0.971435 -1.311279
1034041 471729205 0.9638671 -2.96875
276187 125996748 0.8774414 0.2018127
101996 46530373 0.8809814 -0.121566
1193519 544483422 -0.386291 -0.002534
526325 240109608 -1.682373 -0.162139
918267 418913703 0.4849243 2.6132812
1363951 622234169 0.1606750 -1.820556
39981 18239047 -1.407958 1.7045898
25358 11568364 2.2690429 2.0712890
352373 160752612 1.6386718 -2.548339
137583 62765056 -0.160552 -1.425292
27189 12403687 -1.964355 -2.589355
1327727 605709181 0.8782958 0.2029418
163651 74657279 0.0362548 -2.748535
194072 88535363 -0.915649 2.5649414
311044 141898337 1.7561035 -0.868530
187372 85478879 2.2485351 2.5673828
561009 255932645 -2.145996 -0.277465
713754 325614490 0.0544204 -3.037109
1195999 545614694 -0.695312 0.5772705
220778 100719164 -0.470520 -1.858642
669038 305214991 -1.717529 0.8656005
644687 294106164 -0.369262 2.4941406
182597 83300672 1.1513671 0.7874755
795704 363000043 -1.427978 -2.485839
1226927 559724252 -0.880126 -2.221191
1179933 538285320 -0.071914 -1.636474
275456 125663093 -2.468261 1.5217285
1106284 504686470 1.6210937 0.5512695
136827 62420778 -0.146179 -1.172119
270159 123246531 0.3939819 2.8100585
519835 237148869 -1.415771 1.1672363
1329369 606458266 1.2687988 -1.352539
1050505 479240507 -2.190429 -1.332275
42166 19235902 -2.144042 1.9353027
402621 183675365 -0.822143 1.6477050
520429 237419660 0.6651611 0.8686523
995629 454206084 -1.662353 1.6047363
1112181 507376822 1.2712402 -0.551513
677428 309042641 -1.750244 0.3373413
1269052 578941131 0.3947143 2.2099609
1080444 492898433 -0.431091 2.4931640
117975 53819953 -1.075195 2.6210937
891068 406505141 1.9189453 0.6553955
718396 327732258 -1.764648 0.5042724
204632 93352919 -0.625854 0.1273498
764308 348677554 -0.146697 2.9980468
986223 449914916 0.8229980 -0.916259
1181910 539187305 1.03125 -0.539306
1330061 606773483 1.6970214 2.0625
554758 253080578 -0.689331 2.4951171
562125 256441203 2.3413085 -0.510742
826567 377079766 2.4975585 -2.291992
901497 411263198 -1.428710 -1.527343
353549 161289440 0.8746337 1.7663574
963091 439362100 -1.161865 -2.014160
1083159 494137086 -2.255371 3.1113281
1198273 546651990 1.2897949 1.3120117
1033172 471333147 0.9578857 1.2236328
1314182 599529789 -0.228271 -2.692871
1293885 590270535 0.0111923 1.6752929
102406 46717477 1.2927246 -1.421142
291220 132854546 -0.897094 1.8957519
243009 110860631 0.1650390 1.3491210
681172 310750290 0.8022460 -1.524169
722050 329399206 -0.477844 1.0708007
359957 164212226 1.6574707 2.4414062
1052642 480214949 1.7443847 0.4448242
1158308 528420252 1.8073730 -1.260009
574084 261897186 0.0298652 2.7792968
1263806 576548120 -0.809448 -0.597656
399365 182190359 -0.823486 -0.086196
873303 398400829 -0.505371 0.3242797
577347 263385905 -0.009042 -0.529052
739892 337538741 1.8395996 0.1915893
688632 314153704 1.6054687 -2.591796
608686 277682736 1.3796386 1.5644531
825896 376773547 -0.396545 -2.508789
566515 258444003 1.5803222 -0.497192
600156 273791346 -1.712158 1.9035644
141534 64567803 2.1245117 -1.334716
1318423 601464376 -1.170410 2.6118164
914875 417366157 0.4600830 1.8872070
4099 1870193 1.2553710 2.1054687
824781 376264686 1.8122558 0.4495849
1054584 481101305 -1.409423 0.9584960
1269981 579365164 -0.240631 0.8276367
108852 49657899 -1.702392 2.0039062
872069 397837819 -0.106796 0.6541748
740672 337894596 1.1977539 2.9584960
527889 240823252 0.9703369 -1.108642
36567 16682004 -0.430480 0.6552734
1036318 472768224 -1.579833 -2.594238
448817 204750380 0.5460205 2.2001953
1261497 575495055 -0.740600 -1.027099
1283208 585399773 -1.127441 2.4316406
218858 99843129 -0.168273 -2.620605
197095 89914926 0.6529541 0.9968261
231818 105755243 -0.142791 2.4038085
625272 285248998 0.8819580 2.9731445
86926 39655536 1.7287597 -3.122558
1158643 528572652 -1.409912 -3.114746
760891 347118057 -1.801025 0.0366516
772042 352205288 -0.422851 -0.348937
1170348 533913010 -1.011718 3.0151367
505654 230679441 -0.326965 2.0151367
877255 400203776 -0.065582 2.9194335
1096273 500119584 -0.688720 1.9982910
799255 364619931 0.7935791 2.5795898
1208790 551449949 0.5841064 -1.482910
862628 393530876 1.9548339 0.1699829
1000303 456338192 2.4267578 -0.240783
46413 21173501 -2.254882 -2.885253
1775 809518 -1.429199 1.1003418
832636 379848318 -1.427734 -2.754394
297423 135684318 0.2267456 0.6855468
740901 337998902 1.0063476 2.6220703
553701 252598020 -1.967773 0.2765502
1116328 509269181 0.9420166 0.3093872
1141563 520780837 -2.049804 2.34375
1231538 561827510 -0.991821 -1.639160
225009 102649436 -0.374694 0.2798461
672337 306719957 -0.480651 1.8920898
225124 102701492 -2.415039 -2.064941
1195969 545601374 -0.945678 3.1206054
1020931 465748567 0.9739990 -0.082366
861587 393055964 0.3937988 2.4169921
745271 339992472 -0.012161 1.84375
949354 433095167 -1.211181 0.8542480
341589 155833143 0.1605224 1.9389648
396642 180948151 -0.330200 -0.874267
84431 38517191 0.7172851 1.5544433
279871 127676820 -1.720703 2.8481445
180091 82157282 1.9584960 0.5256347
1369567 624796408 0.6879882 -2.466796
245061 111796858 -1.622314 -0.813842
374116 170671907 2.1254882 -1.528076
310865 141816569 -1.170410 2.1010742
1173557 535376731 -2.438476 -1.235107
1101178 502357433 -0.283447 -2.079589
207685 94745624 -2.323730 2.9736328
545188 248715107 -0.772094 -1.535644
866965 395509627 -2.130371 1.0351562
920517 419940017 -1.435791 -2.237792
1150274 524754979 -0.168975 -0.376892
419483 191368066 1.6625976 -2.169433
185889 84802664 1.8881835 -2.802246
228555 104266967 1.6206054 0.4450683
668975 305186580 -0.998535 1.0593261
700387 319516605 -2.095214 2.3813476
15987 7293433 -0.407592 -0.348815
1158576 528542556 1.3884277 -0.780395
578368 263851685 -1.731933 1.8530273
736562 336019622 -1.852539 -2.385742
18726 8542772 1.1806640 0.6159667
1329783 606647039 0.1104125 2.4970703
680683 310527487 2.1547851 -0.157989
1081119 493206417 -1.612304 1.3776855
166257 75846722 -2.015625 -1.777099
252097 115006864 1.0849609 2.8642578
954871 435611868 -0.878417 -2.222167
41976 19149484 0.4229125 1.4472656
264042 120455710 -1.899414 -0.712768
206914 94394047 -2.187988 -1.333251
52896 24131001 0.6606445 2.1660156
58593 26729974 0.4140014 2.0839843
653489 298121790 0.2221374 -0.819702
432553 197330795 1.0744628 2.8764648
826698 377139746 -2.158203 1.0456543
451065 205775898 1.9362793 1.34375
1185555 540850097 -0.909179 2.7045898
126583 57747081 0.8865966 -1.782958
314952 143680996 -2.147460 0.4871215
501318 228701505 1.3530273 -2.171875
321656 146739485 2.3002929 2.0703125
8537 3894643 0.9685058 -2.446777
811833 370358105 2.4335937 -2.166015
312297 142469798 -0.353698 -2.609375
1355973 618594586 1.8422851 -2.435058
1159744 529074891 -0.375549 1.4587402
195488 89181517 -0.171905 -2.482910
19644 8961593 1.9167480 0.5057373
425504 194115091 1.6220703 2.8652343
428127 195311416 -0.412414 -2.916503
633075 288808550 0.0787353 0.3466186
695683 317370378 0.1118927 -2.656738
263808 120349515 1.7355957 -0.932373
306092 139639182 1.7114257 -2.324218
875477 399392813 1.0532226 1.6328125
640877 292368059 0.7325439 1.1230468
569124 259634106 0.2132263 -3.037597
884944 403711576 -0.037452 -1.197753
1022986 466686127 2.1054687 -1.341064
422717 192843381 1.8405761 0.4347534
370295 168928426 1.3898925 1.2180175
1013328 462280116 -0.186523 0.7946777
97712 44576027 0.0948791 0.8774414
1211843 552842575 1.8139648 0.4520874
582643 265801543 1.4414062 -1.885253
548666 250301571 1.5859375 1.0739746
659481 300855058 0.2675170 -1.005371
721938 329348258 1.4384765 -2.495117
231937 105809473 -0.862670 0.0342636
1222342 557632028 0.5061035 -2.636230
302452 137978557 0.0834808 -0.168792
391072 178407033 -1.245361 -2.188476
247951 113115266 -1.147705 -3.139160
1292230 589515308 1.3112793 2.2954101
797999 364047403 2.0693359 2.2915039
1176224 536593418 1.8457031 1.6066894
852736 389018244 0.7152099 -2.371093
840402 383391375 -1.375488 -1.224609
1062195 484573472 1.8830566 1.6059570
281288 128323709 0.1788635 2.6567382
1045695 477045905 2.1665039 -0.150115
1015472 463258133 -0.328063 -1.383300
1041826 475280809 1.1943359 -2.034179
348705 159079071 2.3764648 -0.176910
1012589 461943271 1.8339843 -1.470947
1336406 609668266 0.4414062 -0.188781
507507 231524777 1.8957519 -1.132812
1367607 623902604 -1.21875 -0.132751
1233269 562617635 -0.876220 -0.594604
613082 279687788 0.6953125 0.2036132
1199139 547047108 -1.250976 0.1388854
556821 254021778 -0.776489 1.0800781
699896 319292435 0.5786132 0.9968261
266975 121794185 1.5959472 0.5720214
307911 140468731 -0.577026 0.8688964
1002354 457274041 1.1125488 -2.413574
266941 121778436 0.9759521 1.9750976
983328 448594579 1.2167968 -0.891113
1228509 560446014 0.4072875 1.9199218
13071 5962595 -2.176269 -1.772949
1243193 567144349 -1.613037 -0.839965
799568 364763053 -2.128906 -0.365478
70313 32076782 -1.092529 1.7258300
422277 192642938 -1.164062 2.3803710
705246 321733144 0.4449462 -0.134796
498883 227590466 -2.470703 1.7033691
333143 151979768 1.140625 2.5996093
859486 392097700 -1.155029 1.8417968
650756 296874919 -1.428955 2.3149414
470733 214748239 -2.141113 0.2107238
185903 84808937 -1.343017 1.7082519
622073 283789658 1.1906738 -0.196777
1177542 537194643 -0.618286 -3.106933
268495 122487628 2.0229492 -0.576660
345262 157508566 0.9936523 1.2285156
545012 248634470 2.3369140 -1.161132
826393 377000594 0.1906127 2.8486328
452236 206309991 -1.860595 -1.172607
993057 453032697 1.6374511 -0.029956
496126 226332850 -0.832397 1.6481933
1197105 546119073 -1.201171 0.8081054
52396 23903293 -1.981201 2.1347656
827062 377305641 1.2824707 2.6943359
61829 28206715 1.9750976 -1.123779
387255 176665457 -1.753906 -1.390869
18033 8226541 1.9982910 0.8367919
748532 341480067 -1.768798 -2.987792
957965 437023718 1.1762695 -1.766357
969167 442134183 -0.996948 1.6127929
1020371 465492796 0.0961456 0.2478332
500795 228462848 1.8854980 0.0923004
190114 86729924 -0.902465 1.6679687
24384 11123822 2.1440429 -1.612304
32607 14875583 -0.904174 -1.531005
1105213 504197863 -1.180664 3.1088867
854413 389783030 0.2411193 2.3686523
113279 51678006 0.3448486 0.1215820
39743 18130875 0.2502441 -2.017089
1143853 521825605 1.9365234 0.0740051
562244 256495578 -0.762695 1.7644043
1120632 511232241 0.6955566 3.0249023
560547 255721578 -1.659179 -1.491210
238385 108751110 -1.635742 -1.018798
199367 90951082 -0.098648 1.3273925
46003 20986634 -1.359375 0.9237060
797873 363989475 1.2226562 -2.258300
744631 339700333 -0.192840 2.8154296
1301748 593857728 -1.640380 3.1005859
298234 136054262 -1.943359 -0.527221
298287 136078562 0.2503051 -3.037109
688196 313955002 -0.004006 0.8419189
856074 390541127 -0.630615 -0.466369
667293 304419028 1.6220703 -1.707275
996487 454597437 -1.904052 -2.455566
135825 61963291 0.3500366 1.5502929
759979 346702517 0.1334533 -1.237792
503558 229723250 0.2263183 0.6855468
1252203 571254666 0.4424438 2.6958007
1111628 507124560 -1.366943 1.7041015
1117244 509686674 2.0292968 0.4597778
132942 60647858 1.0522460 -2.481933
1066513 486543198 0.2747802 0.0791168
134095 61173953 -0.095535 0.2939453
769884 351221111 -0.602172 -2.777832
797044 363611607 -0.585571 0.8947753
74920 34178475 2.1557617 1.1530761
1361709 621211738 -1.733398 1.3415527
529300 241466654 -1.147216 0.7320556
796352 363295677 1.9916992 0.3048706
1364781 622613051 -0.417480 -0.143646
577909 263642234 -1.328125 -0.680175
775141 353618884 -0.465087 3.0571289
725081 330781872 -1.607666 0.4190063
937656 427758888 0.7375488 1.9943847
37652 17176907 0.1986999 2.5410156
58902 26871038 -1.275390 -0.096939
316884 144562405 -0.966552 2.2978515
1074572 490219519 -1.316650 -1.372802
464304 211815499 -1.853271 0.9675292
676879 308792288 2.0991210 0.5301513
878490 400767108 -1.096191 -1.993164
1264622 576920230 -2.132324 1.2636718
136691 62358443 0.6152343 2.0390625
1087077 495924511 0.9237060 0.7119140
504132 229984654 0.2605590 1.4357910
344726 157264102 -0.113494 -0.090637
799501 364732047 0.9619140 1.6540527
657838 300105676 1.1450195 0.7899169
471613 215149647 1.2727050 0.4753417
359513 164009752 1.3188476 0.9045410
1361404 621072375 1.9467773 0.0758514
217649 99291606 -1.110595 1.3637695
562169 256461499 1.7565918 -0.368530
996275 454500842 0.7282714 -0.091644
64475 29413435 -0.501464 -0.041152
269132 122777964 -0.114318 -1.639404
670695 305971134 0.2083740 0.8682861
725672 331051227 0.8830566 1.3613281
918842 419175359 0.3803710 -1.696777
902949 411925671 -0.717773 0.5767822
596735 272230361 0.4526977 1.1328125
489108 223131003 -1.356445 0.1920166
467738 213382149 1.0764160 -2.007812
660522 301329898 -0.499633 0.8984375
322747 147237200 -0.660766 -2.146972
523831 238971440 1.8718261 -1.468261
964131 439836410 1.6462402 2.5561523
448661 204679187 0.6445312 0.3842163
628264 286614189 -1.381835 -1.652587
871201 397441828 1.1550293 -0.632934
758684 346111682 1.2966308 1.3015136
930507 424497590 -1.143554 2.0029296
242399 110582431 0.7231445 0.3087158
365428 166708357 1.7587890 -0.147766
1196985 546064561 2.0336914 -1.936523
382863 174661750 1.0371093 -0.569213
1113229 507855295 1.0139160 -1.609863
697322 318117954 0.1617126 0.8216552
774583 353364570 0.2614746 0.6208496
837432 382036206 -1.643798 -0.582275
1222094 557519305 1.7678222 0.6079101
1072654 489344738 -1.298828 -2.150390
1357473 619279220 1.3764648 1.1228027
729602 332844058 1.0236816 3.0981445
1088478 496563807 -0.459594 -1.436523
803968 366770492 -1.672119 1.6105957
1275725 581985739 0.8226318 -0.379150
1267257 578122456 -0.268066 0.0122146
1088447 496549746 -2.366210 -2.047851
1039728 474323990 -2.121093 -2.829101
502794 229374465 1.2431640 -2.250976
528325 241021643 -1.967773 1.7670898
962568 439123633 -0.261901 -0.019878
773956 353078525 -2.125488 -1.811767
477215 217705628 -0.528808 0.0750122
1146648 523100749 -0.178985 -2.072265
1063866 485335910 0.3855590 1.296875
1171772 534562005 -1.220947 -0.118652
1080924 493117621 1.7585449 -0.283203
1179292 537992878 0.6854248 2.296875
1216972 555182702 1.4033203 -0.299133
419434 191345744 1.8154296 0.4521484
626725 285911980 -0.888061 1.8955078
957766 436932863 1.7038574 -2.561035
794386 362398677 1.3737793 -0.076965
563622 257124159 2.1069335 0.4064941
1040081 474484497 -2.231445 -1.264404
1000748 456541557 -2.421875 -2.662597
524178 239129900 2.3305664 -1.204101
182743 83367220 -0.614013 1.7163085
80799 36860866 0.2593994 -1.148681
991029 452107706 -1.849609 0.6179199
77818 35500606 -2.329589 -1.262451
1059099 483160941 -1.945068 1.3662109
949689 433248169 -0.580444 2.0366210
787094 359072453 -1.123535 -1.533691
1178577 537666979 1.6872558 -0.447021
1203312 548950914 1.0849609 -2.016601
174546 79628046 0.9309082 2.9741210
923723 421402495 1.0517578 -2.119628
166769 76079949 -0.749877 -1.004882
168832 77021095 -0.330444 0.4544677
930710 424589850 -1.052978 0.5726318
422561 192772222 1.9626464 2.4746093
698308 318568161 1.6682128 -0.863159
183537 83729575 0.2128601 0.6855468
398227 181671311 1.9677734 -2.580078
1106389 504734838 0.6961669 -2.247070
1263596 576452301 -1.760009 -3.074218
1275613 581934489 0.7392578 1.0976562
1274336 581352292 0.1470947 2.4506835
220915 100781420 0.8594970 0.8973388
96415 43984406 1.5646972 -0.681030
658835 300560635 0.2099609 -1.408447
125856 57415550 -1.791748 -1.898925
818602 373445924 -2.253906 -0.347290
1262052 575748104 1.4313964 0.0086441
1184224 540242825 -1.870605 1.6635742
1104698 503963532 1.0744628 -0.066818
1271053 579854373 0.8985595 2.5795898
1171707 534532765 1.2033691 0.0591812
470865 214808657 -0.686279 1.0026855
1303481 594648039 0.640625 1.5561523
455094 207613759 1.6291503 1.1020507
377768 172337778 0.8311767 -0.545410
856280 390634910 2.0351562 -1.886962
383932 175149572 -0.113525 -2.023437
788122 359541313 -2.151367 1.0395507
256387 116963915 1.3569335 0.0456237
527745 240757085 1.3850097 -2.596679
1053224 480480866 1.0844726 -2.421875
663346 302618595 0.4768066 2.7431640
761624 347453020 -1.188720 0.4321289
76908 35085367 -0.800659 1.6477050
289871 132238959 1.9797363 3.0659179
109719 50054007 1.0495605 -2.186035
1348946 615388998 -1.066162 -0.028320
1073174 489581788 0.2932739 -2.989257
36467 16636391 1.2233886 1.8117675
274511 125231864 2.4643554 -2.867187
911952 416032299 -1.970214 -0.523071
750831 342529101 -0.972290 0.5151367
480649 219272077 -1.355957 0.9982910
1011034 461233622 -1.097412 2.4208984
646719 295033525 0.4705200 -1.955322
683001 311584977 -1.798828 -1.204345
1137612 518978617 0.3877563 -2.265136
1198616 546808454 -2.294433 -2.083984
1144073 521925753 0.0926208 -2.365722
380715 173681934 0.2700195 2.6586914
1076061 490899068 1.0859375 -2.850585
165009 75277200 -1.105957 -0.603881
825462 376575741 -0.410583 2.3554687
364642 166349667 -0.983764 1.0686035
810912 369937986 -1.866210 1.2414550
982506 448219343 -1.085937 -1.305908
913259 416628916 0.5688476 0.5341796
981998 447987828 -1.104736 -1.306152
726851 331589021 0.5213623 -1.485839
771007 351733652 -1.708007 0.9937744
686152 313022548 -1.097412 -0.828247
528701 241193320 -1.853027 -1.304199
877414 400276423 -0.012607 -2.846191
1267351 578165520 -2.385253 -2.052246
750804 342516823 -1.386718 0.7415771
75846 34600790 1.1821289 -0.047920
227387 103733926 1.4177246 1.8232421
510372 232831444 -1.863769 0.8459472
991023 452104345 0.5626220 2.0561523
1337108 609988871 -1.081787 -0.057785
1134495 517556738 -0.898071 2.2451171
521641 237972570 1.2041015 -1.822021
395127 180256773 -1.235351 -0.662353
1097511 500684188 -2.207031 -2.637207
1153271 526122237 0.1933288 1.2622070
1157895 528231631 -1.238281 -3.014648
445182 203091927 1.7067871 -2.726074
280841 128119351 -1.943847 -0.922119
1284993 586213474 1.2687988 0.4945068
488373 222795735 1.1687011 -0.756713
388190 177092223 -0.177490 1.3735351
640113 292019367 0.0093822 -1.252929
984894 449308600 2.2104492 -1.916992
1077128 491385745 -2.454101 -2.289062
1228365 560380008 0.2706298 -0.431579
1257078 573479107 -1.677978 2.9614257
1087074 495922990 1.0190429 -1.881591
1236107 563911915 0.0467071 -0.074218
1302472 594187601 0.8122558 -1.779296
1269683 579229067 0.7215576 0.6894531
250805 114417373 0.2067260 2.8559570
1119273 510612130 -1.198486 -1.818115
836088 381423584 -2.418945 -2.646972
1168215 532939717 -1.729736 2.3837890
1067432 486962158 1.7829589 1.3469238
349457 159422489 -1.002685 1.7841796
536645 244817193 1.8627929 2.7241210
670991 306105774 -0.798095 0.6586914
628051 286516553 -0.028930 -3.007812
1175156 536106222 -2.131835 1.0483398
576883 263174073 -1.438720 1.9982910
519857 237158588 0.2470703 -1.148681
924314 421671969 1.1508789 -3.073242
467722 213374603 0.8336181 1.9140625
636625 290428302 -2.070312 -1.421875
1216717 555066491 1.1811523 -3.040527
836981 381830289 1.3393554 2.2587890
318691 145386463 -0.158111 2.7758789
339339 154806717 -1.646972 2.7211914
394689 180057071 0.8654785 -2.618652
1022017 466244276 1.140625 2.8662109
1112459 507504130 -0.915405 0.2619018
672105 306614163 -0.482604 -0.424743
504651 230221535 0.4837646 -0.110229
1234562 563207220 -1.763427 -1.303710
353617 161320211 1.0930175 1.4316406
1278235 583130961 0.5859375 -1.100097
339209 154747388 -1.046875 -1.790283
1236335 564016012 1.6977539 -0.014999
457473 208698937 -0.901733 2.6044921
1171482 534430164 2.4321289 -2.962890
1275385 581830778 0.2280578 2.3432617
1310528 597862943 0.4612426 2.5019531
1257148 573510862 -1.249267 1.5915527
783781 357560467 -2.155273 -0.424865
950947 433822046 1.6389160 -0.764770
859495 392101398 -1.108886 -2.505859
970776 442868174 -0.797363 -1.351806
697342 318127239 -1.717773 1.1049804
753428 343714046 -0.045173 0.6159667
811808 370346853 1.6728515 -0.433349
746134 340386415 1.0476074 -1.610351
1024038 467166041 0.8148193 -0.532836
830186 378730895 1.9318847 1.6276855
895506 408529987 -2.268554 -2.710449
1196564 545872540 1.7448730 2.2680664
1182541 539475196 -1.930419 2.6689453
1324175 604088560 -0.332031 -1.771484
286286 130603685 1.1835937 -2.306152
737523 336457715 -0.797851 -2.919921
1352994 617235681 -0.888671 2.2558593
1306538 596042960 -0.309936 2.5874023
1165221 531573771 -1.6875 0.9897460
1087946 496320731 -0.171875 0.6307373
1030737 470222450 -1.169189 2.3813476
1252174 571241704 1.0371093 2.7661132
1366728 623501646 -1.712158 1.6950683
1069184 487761653 1.5944824 0.5633544
1207445 550836412 0.3082275 -0.554565
1189692 542737468 1.4023437 2.0595703
1243761 567403722 -2.269042 0.3191528
1307009 596257840 -0.338806 -1.715087
1313937 599418163 0.0686645 2.9243164
1302941 594401721 0.9787597 -0.360961
1323626 603838088 0.2459411 -3.001464
128095 58436821 -1.786376 -0.030628
470005 214416204 -2.474609 0.9133300
147543 67308872 -1.935546 2.9008789
517778 236210388 -0.860351 -0.713989
778013 354929545 2.2792968 1.0261230
957796 436946301 1.7099609 -2.158691
1024696 467466325 -0.354980 1.8901367
1159543 528983401 2.4067382 0.8087158
313854 143180094 -1.209960 2.7524414
590243 269268913 -0.231170 -2.019531
394836 180124328 -0.049865 -2.778808
49647 22649126 -0.450317 1.8898925
284613 129840251 2.1298828 -0.341308
1162405 530289235 0.6420898 -0.121063
150069 68461748 1.4294433 0.3128662
253467 115631883 1.6623535 -2.176269
407217 185772469 2.2836914 -0.104034
72659 33147186 2.0717773 -0.151306
226764 103449801 2.2275390 -1.612792
169964 77537675 -1.666259 1.9267578
1355548 618401188 -1.670654 2.7446289
962708 439187606 -1.711181 -0.822143
1288468 587799100 -0.674316 1
1244928 567936467 1.1196289 -1.670410
555029 253204353 1.1882324 -2.062011
325399 148447041 1.2033691 2.9638671
74318 33904020 -0.984985 1.6066894
126585 57748115 0.7042236 1.2023925
7757 3538608 1.0642089 -2.821289
899219 410223866 -1.047607 1.9323730
475147 216761968 -1.104980 -1.931396
911416 415788173 -1.932373 2.6645507
671521 306347911 -2.152832 2.2255859
351356 160288567 -0.761840 1.5244140
459599 209669268 0.3386230 -1.174804
305068 139171906 -2.047851 -1.053466
553889 252684233 0.4624633 -1.348632
1165116 531525947 0.8364257 0.6170654
659795 300998619 1.2529296 0.0659942
944552 430904362 -1.269531 -3.022460
239191 109118947 2.0585937 2.8012695
1056034 481762836 0.4497070 2.0556640
203093 92650924 -1.161132 -1.509277
1269963 579357169 0.7746582 -0.286682
1019381 465041171 1.2700195 -2.255859
568913 259538126 -2.128417 -1.011230
749361 341858334 0.2428283 1.1032714
479021 218529268 -1.618164 0.4485473
800427 365154743 -1.623779 -0.814453
91979 41960881 2.3041992 1.0261230
85226 38880121 -0.343444 0.9726562
780713 356161399 0.2460937 2.0742187
338472 154410569 -1.028564 1.90625
314822 143621612 -1.671630 -1.540039
1306514 596031675 1.5827636 2.2402343
1324876 604408587 0.3439941 0.5679931
33862 15447590 -0.395751 -1.733642
997524 455070460 -1.704589 1.5141601
660215 301189898 -2.305664 -0.984130
782909 357163435 -0.541015 -1.435546
1175361 536199276 1.4250488 1.3483886
392901 179241372 -2.302734 -0.930053
96013 43801029 0.9401855 2.4780273
678939 309732344 0.5327148 2.8779296
215606 98359601 -0.704345 2.8769531
45548 20779050 1.6184082 2.8066406
998559 455542565 -1.277343 -0.343933
995667 454223324 -0.373046 -2.928710
308649 140805574 1.9355468 1.9645996
878048 400565434 2.1518554 1.2070312
357726 163194510 1.9401855 0.0746307
220465 100576073 1.3537597 0.3347167
321582 146705372 -0.978149 1.1162109
98102 44753741 1.0056152 -2.703613
378738 172780353 1.1560058 -2.910156
1239869 565628357 0.5941162 -2.144042
983094 448487270 1.1474609 0.7905273
